name,funding_total_usd,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
CityGro,,USA,Salt Lake City,1,2012-05-03,2012-05-03,2012,1,CRM,3
NeuroInterventional Therapeutics,85000.0,USA,Pittsburgh,1,2009-06-30,2009-06-30,2007,1,Biotechnology,0
Integra Telecom,617000000.0,USA,Portland,1,2009-11-30,2009-11-30,2012,2,Public Relations,2
Evomail,100000.0,USA,Wichita,1,2013-07-29,2013-07-29,2012,1,Android,0
1o1Media,,USA,San Francisco,1,2013-10-01,2013-10-01,2012,1,Content,3
The Convenience Network,902612.0,USA,Knoxville,2,2013-09-01,2014-06-30,2009,1,Advertising,0
SensioLabs,6900000.0,FRA,Paris,1,2013-12-16,2013-12-16,2012,1,Open Source,1
Spoil,120000.0,USA,Berkeley,1,2015-01-26,2015-01-26,2014,1,Brand Marketing,0
PrePayMe,50000.0,USA,Brooklyn,1,2012-06-25,2012-06-25,2013,0,Payments,0
Confluent Surgical,43000000.0,USA,San Francisco,2,2002-06-04,2005-03-31,2012,1,Health and Wellness,1
Ecentria group,10000000.0,USA,Northbrook,1,2014-10-08,2014-10-08,2012,1,Business Services,1
Flirtomatic,12951579.9733927,GBR,London,3,2007-06-18,2010-11-24,2006,0,Mobile,1
Linksify,500000.0,USA,Richmond,1,2009-08-27,2009-08-27,2012,0,Curated Web,0
ADVENTRX Pharmaceuticals,22500000.0,USA,San Diego,1,2011-01-07,2011-01-07,2012,1,Biotechnology,1
Promptu Systems,17200000.0,USA,Menlo Park,2,2006-09-07,2007-02-08,2000,1,Mobile,1
YOOWALK,,FRA,Paris,1,2008-02-01,2008-02-01,2006,0,Games,3
Crispy Gamer,8250000.0,USA,New York,1,2008-10-27,2008-10-27,2008,1,Games,1
Ascension Technology Group,,USA,Atlanta,1,2013-01-20,2013-01-20,2012,1,Cloud Computing,3
Kartable,1514912.0,FRA,La France,1,2014-10-31,2014-10-31,2011,1,Education,1
Hansoft,10000000.0,SWE,Uppsala,1,2014-06-30,2014-06-30,2005,1,Career Management,1
Flatpebble,760000.0,USA,San Francisco,3,2012-04-29,2015-08-20,2012,1,Photography,0
SendinBlue,1662122.0,FRA,Paris,3,2008-11-01,2013-11-01,2008,1,Developer APIs,1
BOOM! Entertainment,2184267.0,USA,Los Angeles,2,2008-02-21,2009-06-16,2005,1,Comics,1
CYTIMMUNE SCIENCES,8247656.0,USA,Rockville,5,2010-01-12,2015-08-31,2012,1,Biotechnology,1
LiquidWare Labs,2776316.0,USA,Palatine,2,2009-04-17,2014-07-21,2009,1,Software,1
BaseTrace,245000.0,USA,Raleigh,2,2013-06-20,2015-01-28,2012,1,Biotechnology,0
Solafeet,,USA,Sarasota,1,2013-10-09,2013-10-09,2007,1,Games,3
Plink,3633000.0,USA,Denver,2,2012-04-12,2012-08-01,2012,1,Curated Web,1
e-Zassi,1000000.0,USA,Fernandina Beach,1,2014-04-22,2014-04-22,2008,1,Collaboration,0
iDevices,20100000.0,USA,Canton Center,4,2011-09-29,2014-08-19,2012,1,Hardware + Software,1
fake company 2.0,123.0,USA,San Francisco,1,2013-01-01,2013-01-01,2011,1,Software,0
Korbit,3516136.0,KOR,Seoul,3,2013-08-01,2014-08-25,2013,1,Bitcoin,1
Scranton Gillette Communications,1550000.0,USA,Morrisville,1,2010-08-09,2010-08-09,1960,1,Biotechnology,1
Geekatoo,2200000.0,USA,Mountain View,3,2013-04-24,2014-07-30,2012,1,Auctions,1
Sentien Biotechnologies,1049999.0,USA,Medford,1,2015-08-07,2015-08-07,2012,1,Health Care,1
Street Dash,80000.0,IRL,Limerick,1,2014-12-12,2014-12-12,2014,1,Entrepreneur,0
Profoundis Labs,40000.0,IND,Kochi,2,2013-12-17,2014-07-22,2012,1,Social Media,0
IMScouting,,ISR,Ramat Gan,1,2008-02-01,2008-02-01,2008,0,Curated Web,3
Besunyen (Beijing Outsell Health),,CHN,Wanchai,1,2009-09-09,2009-09-09,2012,2,Health Care,3
XTRM,1130000.0,USA,Redwood City,1,2007-05-09,2007-05-09,2008,1,Finance,1
The Mobile Majority,10340000.0,USA,Santa Monica,3,2012-03-01,2014-06-11,2012,1,Ad Targeting,1
MediKeeper,,USA,San Diego,1,2007-10-15,2007-10-15,2003,1,Health Care Information Technology,3
Mengero,,USA,Palo Alto,1,2013-10-01,2013-10-01,2012,1,Social Media,3
Integrated Medical Management,476000.0,USA,Las Vegas,1,2013-08-21,2013-08-21,1993,1,Biotechnology,0
ClipCall,,USA,Palo Alto,1,2015-09-15,2015-09-15,2015,0,Android,3
Ravti,120000.0,USA,Tampa,1,2014-07-16,2014-07-16,2012,1,Software,0
Scodix,19000000.0,ISR,Rosh Ha'ayin,2,2013-02-05,2013-07-28,2007,1,Hardware + Software,1
Tapas Media,3400000.0,USA,San Francisco,3,2012-11-15,2014-01-28,2012,1,Content,1
Proklean Technologies,550000.0,IND,Chennai,1,2015-06-01,2015-06-01,2009,1,Clean Technology,0
LipoSonix,37935003.0,USA,Bothell,3,2002-10-11,2004-07-11,1999,2,Biotechnology,1
TrackingPoint,33200492.0,USA,Pflugerville,2,2013-12-16,2014-08-21,2011,1,Hardware + Software,1
Flybrain,,USA,San Francisco,1,2015-01-01,2015-01-01,2012,1,Training,3
Mirra,8000000.0,USA,Sunnyvale,1,2004-03-25,2004-03-25,2002,2,Software,1
ipaster,306865.0,CHE,Sankt Gallen,2,2015-07-01,2015-09-15,2015,1,Information Technology,0
CoAlign,6285835.0,USA,Redwood City,1,2011-08-25,2011-08-25,2007,1,Hardware + Software,1
Slí Virtus,443846.161880549,IRL,Dublin,3,2013-02-01,2014-08-01,2011,1,Aerospace,0
CAH Holdings Group,3000000.0,USA,San Francisco,1,2014-03-17,2014-03-17,2012,1,Games,1
AFCV Holdings,8000000.0,USA,Missouri City,1,2012-07-12,2012-07-12,2007,1,Hardware + Software,1
Reflexion Health,11750000.0,USA,San Diego,2,2012-10-31,2014-03-27,2012,1,Health and Wellness,1
iQuartic,449996.0,USA,Boston,1,2014-11-13,2014-11-13,2010,1,Software,0
Recommind,22500000.0,USA,San Francisco,3,2008-08-12,2013-09-17,2000,1,Enterprise Software,1
Nanophotonica,150005.0,USA,Orlando,1,2011-02-11,2011-02-11,2009,1,Manufacturing,0
Beachhead Exports USA,,USA,Santa Monica,1,2013-12-19,2013-12-19,2013,1,Retail,3
Seed&Spark,1235000.0,USA,New York,2,2012-12-01,2014-08-06,2012,1,Crowdfunding,1
Focus Automated Equities,5500000.0,USA,Metairie,2,2015-06-18,2015-08-20,2015,1,Technology,1
Nordcap,,SWE,Stockholm,1,2015-10-27,2015-10-27,2012,1,Software,3
Nav,6500000.0,USA,San Mateo,2,2013-05-15,2014-11-04,2012,1,Financial Services,1
Mayberry Media,7500.0,USA,Grand Blanc,1,2014-02-04,2014-02-04,2012,1,News,0
Capsule Tech,,FRA,Paris,1,2012-07-09,2012-07-09,1997,2,Biotechnology,3
SMS Assist,105000000.0,USA,Chicago,3,2011-06-22,2015-05-05,1995,1,Enterprise Software,2
TelePharm,2500000.0,USA,Iowa City,2,2014-08-08,2014-08-18,2012,1,Health Care,1
WeiPhone.com,,CHN,Guangdong,1,2010-03-01,2010-03-01,2007,1,Mobile,3
Treparel.com,,NLD,Delft,1,2009-04-14,2009-04-14,2007,1,Machine Learning,3
Kodiak Networks,15000000.0,USA,Plano,2,2005-10-01,2008-06-01,2001,1,Messaging,1
UrbanBound,6000000.0,USA,Chicago,2,2011-10-01,2013-08-06,2011,1,SaaS,1
MyRepublic,43587872.0,SGP,Singapore,3,2014-05-21,2015-09-25,2011,1,Internet,1
PATHEOS,3424336.0,USA,Englewood,4,2011-06-10,2014-06-06,2008,1,Travel,1
Peak Positioning Technologies,10000.0,CAN,Montréal,1,2012-09-25,2012-09-25,2012,1,Software,0
G.I. Java,,USA,Berkeley Springs,1,2012-07-16,2012-07-16,2012,1,Hospitality,3
MPOWER Financing,4000000.0,USA,Washington,1,2015-10-07,2015-10-07,2014,1,Finance,1
Avrios International AG,,CHE,Zürich,1,2014-04-01,2014-04-01,2014,1,Big Data,3
Intellect Neurosciences,2770000.0,USA,New York,2,2009-09-11,2010-05-13,2012,1,Biotechnology,1
Kollabora,3305217.0,USA,New York,1,2015-01-29,2015-01-29,2011,1,Social Media,1
Appia,44250000.0,USA,Durham,8,2008-06-01,2013-11-14,2008,2,Advertising,1
The Players' Tribune,18000000.0,USA,New York,3,2014-07-10,2015-10-27,2014,1,Blogging Platforms,1
Paixie.net,30000000.0,CHN,Shanghai,1,2012-03-01,2012-03-01,2013,1,E-Commerce,1
AHP Billing Services,,USA,San Francisco,1,2009-10-15,2009-10-15,2012,2,Software,3
ActualMeds,550000.0,USA,East Hartford,2,2011-10-26,2014-05-16,2009,1,Health Care,0
Spotfav Reporting Technologies,67983.0,ESP,Cadiz,1,2013-02-01,2013-02-01,2012,1,Mobile,0
italist,1100000.0,USA,Mountain View,3,2014-07-01,2015-02-02,2012,1,E-Commerce,1
Crowdcube,15862857.0,GBR,Exeter,2,2014-07-16,2015-07-30,2010,1,Crowdfunding,1
Experiment,1230000.0,USA,San Francisco,4,2013-02-05,2014-12-17,2012,1,Crowdfunding,1
Blossom,40000.0,USA,San Francisco,1,2012-03-26,2012-03-26,2011,1,Software,0
Ikigünde.com,49180.0,TUR,Istanbul,1,2013-09-02,2013-09-02,2012,1,E-Commerce,0
Encoder Design Group,,USA,Dallas,1,2014-10-26,2014-10-26,2014,1,Manufacturing,3
EstatesDirect.com,845313.0,GBR,Worcester,1,2014-05-06,2014-05-06,2010,1,Real Estate,0
ReTel Technologies,1000000.0,USA,San Francisco,2,2009-08-06,2009-12-02,2007,2,Analytics,0
Veros Systems,17500000.0,USA,College Station,4,2012-08-01,2014-07-02,2001,1,Enterprise Software,1
Cambridge Broadband Networks,62500000.0,GBR,Cambridge,5,2006-01-16,2012-02-27,2000,1,Telecommunications,1
Medopad,2800000.0,GBR,London,3,2012-01-25,2014-03-13,2011,1,Apps,1
OpenTrust,3850000.0,FRA,Paris,1,2005-04-04,2005-04-04,2000,2,Software,1
Orb Health,680000.0,USA,Dallas,2,2014-08-28,2015-03-18,2011,1,Cloud Data Services,0
ID8-Mobile,875000.0,USA,Natick,1,2010-11-17,2010-11-17,2012,1,Mobile,0
Tehuti Networks,4200000.0,ISR,Herzliya,2,2005-06-06,2008-02-08,2003,1,Semiconductors,1
Inaura,8500000.0,USA,Salt Lake City,1,2005-01-06,2005-01-06,2007,0,Cyber Security,1
Ule,110878477.0,CHN,San Francisco,2,2010-01-01,2014-02-28,2009,1,E-Commerce,2
AHA Taxis,,IND,Kanpur,1,2015-11-18,2015-11-18,2015,1,Tracking,3
Ocean City Development,2000000.0,USA,Wakefield,1,2014-07-21,2014-07-21,2005,1,Real Estate,1
Wellcoin,1020000.0,USA,Newton,2,2013-02-28,2015-01-16,2011,1,Health and Wellness,1
Rani Therapeutics,15486363.0,USA,San Jose,2,2013-08-28,2015-05-26,2012,1,Biotechnology,1
Golden Property Capital,150000.0,CHN,Shanghai,1,2014-07-29,2014-07-29,2014,1,Finance,0
Veveo,28000000.0,USA,Andover,3,1960-01-01,2007-05-01,2012,2,Mobile,1
Cheers App,250000.0,SGP,Singapore,1,2014-04-30,2014-04-30,2014,1,Messaging,0
MyRefers,600000.0,IND,New Delhi,2,2013-09-01,2014-10-15,2014,1,Analytics,0
Linguastat,427985.0,USA,San Francisco,1,2008-10-22,2008-10-22,2005,1,Software,0
Solar Power Limited,,USA,Bethany Beach,1,2011-01-10,2011-01-10,1995,1,Clean Technology,3
Pathfire,2000000.0,USA,Roswell,1,2007-01-03,2007-01-03,1996,1,Games,1
NextGen Healthcare Information Systems,,USA,Horsham,1,2015-02-16,2015-02-16,1994,1,Software,3
Commerce Guys,12300000.0,FRA,Paris,2,2012-03-06,2014-06-02,2008,1,Content,1
Playtika,1500000.0,ISR,Tel Aviv,1,2010-11-01,2010-11-01,2012,2,Entertainment,1
Crowd Sourced Story,,KOR,Seoul,1,2015-06-01,2015-06-01,2014,0,Software,3
wali,8600000.0,CHN,Beijing,2,2010-12-01,2011-11-01,2012,1,Mobile,1
RFMarq,500000.0,USA,Los Gatos,1,2010-07-30,2010-07-30,2010,1,Electronics,0
Zerostack,21600000.0,USA,Mountain View,2,2015-08-26,2015-10-20,2014,1,Cloud Computing,1
Crispy Games Private Limited,40000.0,IND,Mumbai,1,2013-03-13,2013-03-13,2011,1,Games,0
HiLumz USA,,USA,Cumming,1,2014-10-29,2014-10-29,2012,1,Manufacturing,3
Para-Protect Inc,1100000.0,USA,Alexandria,1,1999-12-03,1999-12-03,2012,0,Software,1
Burpple,6500000.0,SGP,Singapore,2,2012-07-13,2015-12-01,2012,1,Consumer Internet,1
Monster Arts,10000000.0,USA,Bonsall,1,2011-01-24,2011-01-24,2011,1,Analytics,1
AppMyDay,,ISR,Tel Aviv,1,2013-03-01,2013-03-01,2012,1,Events,3
Coinalytics Co.,1300000.0,USA,Palo Alto,3,2014-04-15,2015-09-10,2014,1,Big Data,1
O21C Co,,USA,Santa Clara,1,2004-12-09,2004-12-09,2012,0,Semiconductors,3
iTMan,387973.0,RUS,Moscow,2,2013-04-15,2013-04-15,2009,1,Software,0
NXTV,,USA,Los Angeles,1,2003-06-24,2003-06-24,2012,1,Software,3
Oricula Therapeutics,,USA,Wa Keeney,1,2014-04-10,2014-04-10,2013,1,Biotechnology,3
Beesphere,,USA,Sunnyvale,1,2010-01-01,2010-01-01,2012,0,Software,3
teamguide.io,,GBR,Newcastle,1,2015-09-06,2015-09-06,2015,1,Software,3
Sentisis,1753107.0,ESP,Madrid,3,2013-03-15,2015-03-17,2012,1,Artificial Intelligence,1
Sway Medical Technologies,750000.0,USA,Tulsa,1,2013-06-21,2013-06-21,2011,1,Biotechnology,0
GeneNews,19904010.0,CAN,Richmond Hill,6,2007-07-09,2014-07-22,1998,2,Biotechnology,1
MeFeedia,250000.0,USA,Burbank,1,2008-03-19,2008-03-19,2007,1,Apps,0
organgir.am,,FRA,Paris,1,2010-06-01,2010-06-01,2010,1,Enterprise Software,3
TNM,,KOR,Seoul,1,2011-05-12,2011-05-12,2008,1,Advertising,3
Reqlut,144890.0,CHL,Santiago,3,2013-04-01,2014-09-01,2012,1,Human Resources,0
The Good Ear Company,,USA,Los Angeles,1,2012-11-06,2012-11-06,2012,1,Software,3
Pirus Networks,50200000.0,USA,San Francisco,2,2000-07-18,2001-10-01,2012,1,Computers,1
EBIQUOUS,40000.0,CHL,Santiago,1,2012-02-09,2012-02-09,2011,1,Software,0
Emerge Studio,100000.0,USA,San Francisco,1,2009-02-26,2009-02-26,2010,1,Cloud Computing,0
SmartLine,,USA,Port Washington,1,2015-02-24,2015-02-24,2011,1,Restaurants,3
Acceleforce,,USA,Wa Keeney,1,2014-03-03,2014-03-03,2012,1,Information Technology,3
Serenus Biotherapeutics,43000000.0,USA,San Francisco,1,2015-03-03,2015-03-03,2012,1,Health Care,1
Skyfi Education Labs,,IND,Bangalore,1,2014-03-24,2014-03-24,2010,1,EdTech,3
Cuvva,250000.0,USA,San Francisco,1,2015-05-26,2015-05-26,2014,0,Finance Technology,0
Waps.cn,8000000.0,CHN,Beijing,2,2006-01-27,2006-09-01,2005,1,Advertising,1
Get My Peon,250000.0,IND,Mumbai,1,2015-06-26,2015-06-26,2012,1,Professional Services,0
Directfit,20000000.0,USA,San Francisco,1,2000-08-11,2000-08-11,2012,0,Internet,1
Overstock Drugstore,2111760.0,USA,Salt Lake City,2,2009-02-18,2011-09-14,1995,0,E-Commerce,1
SportSnax,15000.0,USA,Ocean Springs,1,2015-05-08,2015-05-08,2013,1,Concerts,0
WAVE (Wireless Advanced Vehicle Electrification),9014993.0,USA,Park City,4,2013-10-10,2015-04-24,2010,1,Manufacturing,1
Ola,1176830000.0,IND,Kolkata,7,2011-04-21,2015-11-17,2010,1,Automotive,2
iClinix,10000000.0,AUS,Ryde,1,2008-01-08,2008-01-08,2005,0,Clinical Trials,1
ZUtA Labs,500000.0,ISR,Jerusalem,1,2014-04-10,2014-04-10,2014,1,Printing,0
Accelerate Diagnostics,63016244.0,USA,Tucson,4,2010-03-23,2014-05-05,2004,2,Health Care,1
Skyword,25456000.0,USA,Boston,5,2011-03-04,2014-09-08,2010,1,Advertising,1
Hollywood Vision Center,700.0,USA,Los Angeles,1,2014-08-06,2014-08-06,1919,1,Medical,0
Innovolt,25275765.0,USA,Atlanta,6,2012-04-24,2014-06-20,2005,1,Energy Efficiency,1
Appthority,6250000.0,USA,San Francisco,1,2012-05-02,2012-05-02,2011,1,Security,1
Jumpshot,22000000.0,USA,San Francisco,1,2015-05-13,2015-05-13,2014,2,Big Data Analytics,1
CourseLoads,62000.0,USA,New York,1,2015-01-20,2015-01-20,2012,1,Mobile,0
Sociercise,,USA,Sautee Nacoochee,1,2013-10-28,2013-10-28,2011,1,Android,3
Cubeit.fm,,USA,San Francisco,1,2012-01-01,2012-01-01,2013,1,iOS,3
KupiKupon,3000000.0,RUS,Moscow,1,2010-05-01,2010-05-01,2010,1,Coupons,1
Exegy,16787546.0,USA,St Louis,3,2010-01-29,2013-02-11,2003,1,Hardware + Software,1
AirGrub,1500000.0,USA,Millbrae,1,2015-11-16,2015-11-16,2014,1,Travel,1
iHigh,19150100.0,USA,Lexington,4,2008-01-01,2012-05-30,2012,1,Games,1
UrbanPro,2000000.0,IND,Bangalore,2,2014-01-30,2015-05-26,2011,1,Education,1
ClearApp,19200000.0,USA,Mountain View,2,2006-06-14,2007-03-12,2002,2,Enterprise Software,1
Phonezoo Communications,2060000.0,USA,Sunnyvale,2,2006-06-01,2007-02-01,2006,1,Curated Web,1
HydroGlobe,1100000.0,USA,Hoboken,1,2003-09-01,2003-09-01,2012,2,Environmental Innovation,1
Ebury,119241650.039013,GBR,London,5,2013-09-22,2015-11-18,2009,1,Finance,2
WinningAdvantage,,USA,San Francisco,1,2013-04-01,2013-04-01,2012,1,Consulting,3
Whois,600000.0,SGP,Singapore,1,2007-12-31,2007-12-31,2007,1,Identity,0
Grabbit,195000.0,USA,San Mateo,2,2009-06-01,2011-08-30,2009,1,Blogging Platforms,0
ProRetina Therapeutics,509656.0,ESP,Pozuelo De Alarcón,1,2010-09-24,2010-09-24,2007,1,Biotechnology,0
Nxtfour,22000.0,USA,San Francisco,3,2014-01-01,2014-07-01,2014,1,High School Students,0
3D Hubs,4500000.0,NLD,Amsterdam,2,2013-08-27,2014-09-02,2013,1,3D Printing,1
Visible Technologies,83302652.0,USA,Bellevue,10,2006-08-01,2014-07-11,2005,2,Analytics,1
HealthSpot,43805334.0,USA,Dublin,7,2011-07-20,2015-01-28,2010,1,Health and Wellness,1
170 Systems,14000000.0,USA,Bedford,1,2002-04-16,2002-04-16,1990,2,Software,1
Tidal,500000.0,USA,New York,2,2009-01-01,2014-02-02,2011,1,Advertising Exchanges,0
SunLink,2900000.0,USA,San Rafael,3,2007-05-21,2009-11-09,2004,1,Clean Technology,1
Property Place,,GBR,Leeds,1,2013-01-14,2013-01-14,2012,1,Curated Web,3
Booksy,1500000.0,USA,Wilmington,1,2013-03-01,2013-03-01,2013,1,Health and Wellness,1
StudyRoom,,USA,San Francisco,1,2012-10-29,2012-10-29,2012,1,Education,3
Plastiques Wolinak,200000.0,USA,San Francisco,1,2010-01-29,2010-01-29,2012,0,Advanced Materials,0
AlmondNet,5407657.0,USA,New York,2,2010-02-02,2012-10-02,1998,1,Advertising,1
Theatrics,4900000.0,USA,Stafford,2,2010-01-01,2010-07-01,2010,1,Collaboration,1
RiverOne,6000000.0,USA,Irvine,1,2005-07-25,2005-07-25,1999,1,Software,1
Kinsa,12170000.0,USA,New York,3,2012-08-14,2014-12-11,2012,1,Big Data,1
Vidcaster,2500000.0,USA,San Francisco,2,2013-01-15,2014-02-15,2011,1,Corporate Training,1
Bioincept,3185000.0,USA,Cherry Hill,1,2014-04-28,2014-04-28,2012,0,Biotechnology,1
Alchemist Accelerator,2100000.0,USA,San Francisco,3,2013-10-23,2015-01-20,2012,1,Education,1
W2 Group,30000000.0,USA,Waltham,1,2007-11-05,2007-11-05,2012,1,Product Design,1
Novaerus,10000000.0,USA,Chicago,1,2014-11-19,2014-11-19,2012,1,Diagnostics,1
Kolibree,,FRA,Neuilly-sur-seine,1,2015-06-10,2015-06-10,2013,1,Manufacturing,3
Percutaneous Valve Technologies (PVT),19500000.0,USA,Fort Lee,2,2001-01-01,2003-01-01,1999,2,Health Care Information Technology,1
Seaborn Networks,18774140.0,USA,Beverly,2,2014-01-14,2015-10-08,2011,1,Mobile,1
Startupbootcamp FinTech London,,GBR,London,2,2014-02-06,2014-07-01,2010,1,Finance,3
ID.me,19665000.0,USA,Washington,9,2010-07-16,2015-03-18,2010,1,Data Privacy,1
Providence Surgery Centers,2719425.0,USA,Anchorage,4,2010-09-01,2015-08-21,2005,1,Health and Wellness,1
Tiantian. com,3001500.0,CHN,Beijing,1,2010-12-01,2010-12-01,1999,1,Fashion,1
Exit41,38400000.0,USA,Andover,5,2002-10-11,2011-05-12,1999,0,Software,1
Perfant Technology,,USA,San Francisco,1,2015-11-03,2015-11-03,2014,1,3D,3
1417,,USA,Brentwood,1,2015-01-21,2015-01-21,2012,1,Finance,3
Tessera Technologies,5180000.0,USA,San Jose,1,2000-06-01,2000-06-01,1990,2,Semiconductors,1
Endaga,,USA,Oakland,1,2014-07-31,2014-07-31,2012,2,Communications Infrastructure,3
Nomios,,FRA,Boulogne-billancourt,1,2013-01-30,2013-01-30,2004,1,Computers,3
TARIS Biomedical,83800001.0,USA,Lexington,5,2009-06-25,2015-10-27,2008,1,Biotechnology,1
Gauss Surgical,16626989.0,USA,Los Altos,3,2013-09-01,2015-08-26,2011,1,Biotechnology,1
Simppler,1200000.0,USA,San Mateo,1,2015-09-28,2015-09-28,2013,1,Big Data,1
Motormax,25000.0,ARG,Buenos Aires,1,2015-06-02,2015-06-02,2011,1,Automotive,0
Unbound,1818301.0,GBR,London,1,2013-10-22,2013-10-22,2010,1,E-Commerce,1
Visualtising,1500000.0,USA,Denver,1,2011-06-01,2011-06-01,2012,1,Advertising,1
LANDR,10138503.0,CAN,Montréal,4,2012-10-01,2015-06-29,2012,1,Music,1
Chatterous,,USA,San Francisco,1,2008-01-01,2008-01-01,2012,1,Email,3
Progeniq,,USA,Sunnyvale,1,2010-04-13,2010-04-13,2012,1,Hardware + Software,3
testhub,,USA,Framingham,2,2012-02-27,2013-07-29,2012,2,Apps,3
"Peaxy, Inc.",32000000.0,USA,San Jose,2,2013-08-16,2015-09-30,2012,1,Data Integration,1
i.Meter,12500.0,HKG,Hong Kong,1,2014-07-01,2014-07-01,2012,1,Energy,0
Quantum Voyage,,USA,Aurora,1,2010-01-14,2010-01-14,2006,1,Public Relations,3
Junction Solutions,7500000.0,USA,Englewood,1,2007-01-15,2007-01-15,2002,1,Software,1
"Magellan Systems Japan, Inc.",672465.0,USA,San Francisco,1,2015-04-28,2015-04-28,1987,1,Gps,0
Plivo,1750000.0,USA,San Francisco,1,2012-12-04,2012-12-04,2011,1,Audio,1
Neokami Inc.,1100000.0,USA,New York,2,2014-08-01,2015-07-08,2014,1,Artificial Intelligence,1
Safe Harbour,,USA,San Francisco,1,2012-04-01,2012-04-01,2012,2,Software,3
Pave,,USA,New York,1,2015-09-01,2015-09-01,2012,1,Career Management,3
Gura Gear,1300000.0,USA,Ogden,1,2014-07-07,2014-07-07,2012,1,Local Businesses,1
Soleil Insulation,,USA,San Francisco,1,2013-11-25,2013-11-25,2012,1,Advanced Materials,3
DealDash,1500000.0,USA,Minneapolis,1,2011-12-10,2011-12-10,2009,1,Auctions,1
Xiangya Group,40000000.0,CHN,Shenzhen,2,2010-03-01,2010-04-01,2006,1,Health and Wellness,1
Dexter & Chaney,,USA,Seattle,1,2015-01-16,2015-01-16,1981,1,Construction,3
GreenBiz Group,1400000.0,USA,Oakland,1,2008-06-27,2008-06-27,2000,1,Clean Technology,1
Binary Thumb,,USA,Seattle,2,2012-08-01,2013-07-30,2012,1,Mobile,3
Electric Objects,6699994.0,USA,New York,2,2014-04-30,2015-09-08,2012,1,Electronics,1
ExpoPromoter,1000000.0,GBR,London,1,2011-01-21,2011-01-21,2007,1,Curated Web,0
CannTrust,2085627.0,CAN,Vaughan,2,2015-01-06,2015-09-04,2013,1,Innovation Management,1
Zeetl,,CAN,Vancouver,1,2013-09-01,2013-09-01,2013,2,Messaging,3
Flixlab,5102400.0,USA,Palo Alto,7,2008-10-22,2011-03-22,2010,0,Entertainment,1
Unbound Concepts,1015000.0,USA,Baltimore,3,2012-12-17,2015-08-18,2011,1,Education,1
Kaseya,,USA,San Francisco,1,2013-06-25,2013-06-25,2000,1,Data Centers,3
Indigio,,USA,Mountain View,1,2013-01-01,2013-01-01,2012,1,Games,3
Powerit Solutions,31756275.0,USA,Seattle,7,2007-05-31,2014-06-13,1994,1,Clean Technology,1
Zakoopi,350000.0,IND,New Delhi,1,2015-09-28,2015-09-28,2014,1,Internet,0
Urban Consign & Design,,USA,Hoboken,1,2011-10-24,2011-10-24,2011,1,Furniture,3
fooji,60000.0,USA,New York,1,2015-09-03,2015-09-03,2015,0,Delivery,0
Bharat Light and Power Group,15350000.0,IND,Gurgaon,2,2011-07-05,2012-10-23,2010,1,Clean Technology,1
Anyadir Education,,USA,Mountain View,1,2013-07-29,2013-07-29,2012,1,Education,3
Parsimotion,200794.0,ARG,Buenos Aires,3,2012-11-29,2013-09-04,2010,1,Software,0
Nudipay Mobile Payment,135000.0,USA,Lewes,1,2013-08-01,2013-08-01,2015,1,E-Commerce,0
Molecular Imprints,44310000.0,USA,Austin,4,2004-04-14,2014-04-25,2001,2,Hardware,1
SpiceJet Limited,100000000.0,IND,Haryana,1,2008-08-12,2008-08-12,2005,1,Aerospace,1
Windspire Energy (fka Mariah Power),1250000.0,USA,Reno,3,2008-02-15,2008-12-08,2005,1,Clean Technology,1
Variable,3833534.0,USA,Chattanooga,5,2012-06-01,2014-02-25,2009,1,Hardware + Software,1
Mozido,307161792.0,USA,Austin,4,2011-03-14,2014-10-22,2008,1,Enterprise Software,2
coModule,566956.0,DEU,Berlin,3,2012-08-14,2015-06-29,2014,1,Analytics,0
College Nannies and Tutors,39500.0,USA,San Francisco,2,2014-07-21,2015-06-22,2001,2,Curated Web,0
HeatGenie,3088720.0,USA,Austin,6,2010-07-01,2015-02-27,2007,1,Assisitive Technology,1
Synapbox,100000.0,MEX,Mexico City,1,2015-01-27,2015-01-27,2014,1,Advertising,0
KDS,13000000.0,FRA,Paris,1,2005-10-11,2005-10-11,1994,1,Software,1
Devshop,280000.0,CAN,Ottawa,1,2005-01-01,2005-01-01,2005,1,Online Scheduling,0
Bica Studios,,PRT,Lisbon,1,2015-03-31,2015-03-31,2013,1,Mobile Games,3
Adhysteria,10000.0,IND,Mumbai,1,2007-07-01,2007-07-01,2007,0,Classifieds,0
Vite,40000.0,CHL,Santiago,2,2012-03-05,2013-02-01,2011,1,Mobile,0
Emony,1000000.0,ISR,Rosh Ha'ayin,1,2000-12-22,2000-12-22,2012,0,Software,0
Related Content Database (RCDb),10000000.0,USA,San Francisco,1,2010-01-01,2010-01-01,2006,1,Advertising,1
Black Card Media,50000.0,USA,Chicago,1,2012-08-13,2012-08-13,2008,1,Advertising,0
Coinzone,1373909.0,GBR,London,1,2014-02-25,2014-02-25,2014,2,Bitcoin,1
Spark Flow,50000.0,ARG,Buenos Aires,1,2014-09-01,2014-09-01,2013,2,Advertising,0
Sessionbox,,USA,San Francisco,1,2013-06-10,2013-06-10,2013,2,Analytics,3
LocalSphere inc,1723157.0,USA,San Francisco,2,2014-10-01,2015-05-01,2014,1,Digital Media,1
