funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
28400000.0,operating,USA,New York,4,2010-12-01,2014-06-05,2010,1,Advertising,1
2897233.0,operating,USA,Knoxville,3,2010-05-06,2012-08-10,2007,1,Software,1
140000.0,operating,USA,Seattle,1,2012-10-18,2012-10-18,2012,1,E-Commerce,0
145540487.0,ipo,USA,San Francisco,6,2005-02-08,2014-03-26,2002,2,Biotechnology,2
,operating,ARG,Buenos Aires,1,2010-08-01,2010-08-01,2010,1,Coupons,3
50000000.0,operating,RUS,Moscow,1,2008-07-31,2008-07-31,2012,1,Clean Technology,1
122000.0,operating,USA,Des Moines,1,2011-11-21,2011-11-21,2009,1,Biotechnology,0
2490000.0,operating,USA,Denver,2,2012-03-31,2012-04-14,2012,1,Gps,1
658543.0,operating,USA,Ann Arbor,2,2011-01-31,2011-12-23,2007,1,Information Technology,0
1000000.0,operating,USA,San Francisco,1,2008-10-01,2008-10-01,2012,1,Enterprises,0
8750000.0,operating,USA,Scottsdale,1,2008-11-15,2008-11-15,2005,1,Finance,1
12000000.0,acquired,USA,Santa Monica,4,2004-04-20,2012-05-21,2002,2,Computers,1
110000.0,operating,USA,New York,1,2015-08-13,2015-08-13,2012,1,Medical Devices,0
30000000.0,operating,GBR,Oxford,1,2015-09-24,2015-09-24,2015,1,Health Care,1
25200000.0,operating,USA,San Francisco,1,2007-01-10,2007-01-10,1999,1,Software,1
,operating,CHN,Beijing,1,2008-02-27,2008-02-27,2012,1,Software,3
128310709.0,operating,USA,Pittsburgh,7,2008-10-17,2015-10-22,2012,1,Health Care,2
30000.0,operating,USA,Happy Valley,1,2014-08-05,2014-08-05,2013,1,Real Estate,0
3328660.0,operating,IRL,Dún Laoghaire,2,2014-04-11,2015-10-27,2012,1,Bioinformatics,1
641000.0,operating,FRA,Paris,1,2006-06-07,2006-06-07,2005,1,Classifieds,0
29214350.0,closed,CAN,Vancouver,1,2014-03-11,2014-03-11,2012,0,Biotechnology,1
326300.0,operating,ESP,Madrid,1,2013-04-13,2013-04-13,2012,1,Education,0
,operating,USA,San Francisco,1,2012-09-01,2012-09-01,2012,1,Software,3
321239.0,operating,CHN,Shanghai,2,2012-03-01,2013-07-01,2012,1,E-Commerce,0
,acquired,USA,Port Chester,1,2008-08-12,2008-08-12,2006,2,Clean Technology,3
24600000.0,acquired,USA,Georgia,4,2002-04-10,2006-11-24,2000,2,Security,1
775000.0,operating,USA,Clinton,1,2015-08-19,2015-08-19,1880,1,Education,0
2935000.0,operating,USA,Idaho Falls,2,2010-03-16,2012-01-10,2005,1,Software,1
9150000.0,operating,USA,San Diego,6,2010-01-01,2015-09-17,2007,1,Direct Sales,1
588174854.0,operating,USA,Rockville,9,2007-10-01,2015-06-12,1999,1,Games,2
,operating,USA,Houston,1,2015-05-06,2015-05-06,2012,1,Databases,3
1000000.0,operating,ISR,Jerusalem,1,2015-01-06,2015-01-06,2012,1,Environmental Innovation,0
1070000.0,operating,USA,San Jose,1,2015-09-03,2015-09-03,1997,1,Networking,1
25000.0,operating,RUS,Moscow,1,2013-12-01,2013-12-01,2012,1,Internet,0
9900000.0,acquired,USA,Palo Alto,2,2006-05-10,2007-06-05,2004,2,Cloud Management,1
,operating,USA,San Francisco,1,2015-11-20,2015-11-20,2015,1,Software,3
190000.0,operating,USA,Chicago,3,2012-09-30,2013-01-31,2012,1,Big Data Analytics,0
5300000.0,operating,USA,Brooklyn,1,2015-01-09,2015-01-09,2015,1,Real Estate,1
,operating,USA,Reno,1,2015-03-31,2015-03-31,2013,1,Technology,3
35000000.0,operating,USA,Denver,2,2005-05-31,2005-11-01,2002,1,Local Search,1
240000.0,operating,USA,Lutherville Timonium,1,2013-11-22,2013-11-22,2012,1,Analytics,0
,operating,USA,San Francisco,1,2012-08-15,2012-08-15,2012,1,Big Data,3
22000039.0,operating,USA,Hackensack,2,2008-07-02,2015-07-28,2002,1,Pharmaceuticals,1
,operating,USA,San Francisco,1,2014-12-01,2014-12-01,2014,1,E-Commerce,3
3051073.0,operating,USA,Palo Alto,1,2009-09-28,2009-09-28,2007,1,Games,1
5600000.0,closed,CHL,Santiago,3,2010-11-01,2012-06-11,2010,0,App Marketing,1
,closed,USA,Kenansville,1,2008-01-01,2008-01-01,2005,0,Networking,3
250000.0,closed,USA,New York,1,2015-10-20,2015-10-20,2015,0,E-Commerce Platforms,0
3268019.0,operating,USA,Los Angeles,2,2013-08-08,2015-10-29,2013,1,Medical Devices,1
5825000.0,operating,USA,Mi Wuk Village,3,2014-12-08,2015-07-27,2012,1,Biotechnology,1
3180659.0,acquired,USA,San Francisco,1,2010-02-01,2010-02-01,2012,2,Clean Technology,1
2043101.0,operating,GBR,Belfast,1,2011-02-07,2011-02-07,2003,1,Semiconductors,1
,operating,USA,San Diego,1,2014-06-26,2014-06-26,2014,1,Crowdfunding,3
405528.0,closed,GBR,Salisbury,1,2010-01-01,2010-01-01,2010,0,Curated Web,0
71950000.0,operating,USA,Franklin,4,2010-04-13,2015-04-12,2004,1,Enterprise Software,1
1000000.0,operating,TWN,Taipei,2,2013-01-07,2014-01-03,2012,1,Consumers,0
19460986.0,closed,USA,Clarkton,9,2009-11-10,2014-05-14,2000,0,Security,1
,closed,USA,San Francisco,1,2015-02-10,2015-02-10,2009,0,Software,3
50000000.0,operating,USA,San Francisco,3,2010-05-01,2014-06-11,2010,1,Ad Targeting,1
,operating,USA,Pittsburgh,1,2015-06-30,2015-06-30,2014,1,Application Platforms,3
,closed,GBR,Harrow On The Hill,1,2012-01-10,2012-01-10,2012,0,E-Commerce,3
4000000.0,closed,NLD,Amsterdam,1,2009-02-01,2009-02-01,2008,0,Games,1
9000000.0,acquired,USA,Santa Monica,3,2006-09-01,2008-10-01,2006,2,Advertising,1
250000.0,operating,USA,Lometa,1,2013-08-19,2013-08-19,2009,1,Transportation,0
2545000.0,closed,USA,Newtown Square,1,2012-01-11,2012-01-11,2008,0,Finance,1
200000.0,operating,USA,San Francisco,1,2014-11-30,2014-11-30,2012,1,Nanotechnology,0
4500000.0,acquired,USA,Arlington Heights,1,2006-01-13,2006-01-13,2000,2,Software,1
265064.0,operating,USA,San Francisco,1,2013-06-11,2013-06-11,2012,1,Mobile,0
3000000.0,operating,USA,Brookfield,2,2005-12-14,2012-08-02,2012,1,Consulting,1
10025000.0,acquired,USA,Boulder,5,2008-02-21,2012-03-21,2012,2,Clean Technology,1
4400000.0,operating,USA,San Francisco,2,2013-06-01,2014-10-27,2012,1,Health and Wellness,1
4800000.0,operating,USA,Reston,2,2013-01-28,2014-01-14,2013,1,Collaboration,1
120000.0,operating,USA,San Mateo,2,2014-07-16,2014-11-11,2013,1,Cloud Computing,0
2624000.0,closed,USA,Seattle,2,2008-06-17,2009-11-06,2007,0,Curated Web,1
2192000.0,closed,USA,Indianapolis,2,2009-02-17,2011-02-24,2005,0,Audio,1
1200000.0,operating,TUR,Istanbul,2,2012-02-18,2014-10-02,2012,1,Audio,1
6072500.0,operating,USA,Tucson,3,2009-08-17,2013-10-31,2008,1,Biotechnology,1
12500000.0,operating,USA,Manchester,4,2011-04-05,2012-05-17,2012,1,Software,1
35000000.0,operating,CHN,Beijing,1,2014-12-05,2014-12-05,2013,1,Fitness,1
2204719.20145071,closed,FRA,Grenoble,1,2015-11-02,2015-11-02,2012,0,Electronics,1
2225000.0,operating,USA,Brooklyn,3,2012-01-09,2012-11-27,2009,1,Travel,1
,operating,USA,San Francisco,1,2012-09-01,2012-09-01,2013,1,Accounting,3
49000000.0,operating,USA,Redwood City,2,2003-01-01,2004-06-25,2012,1,Medical,1
300000.0,operating,USA,Reston,1,2011-06-17,2011-06-17,2009,1,Biotechnology,0
30000.0,operating,USA,New York,1,2009-03-01,2009-03-01,2008,1,E-Commerce,0
6772388.0,operating,BRA,Porto Alegre,1,2009-09-30,2009-09-30,1973,1,E-Books,1
15000.0,operating,USA,Chattanooga,1,2012-06-01,2012-06-01,2012,1,Digital Media,0
8731646.0,operating,DEU,Potsdam,2,2013-03-21,2014-05-06,2012,1,Biotechnology,1
,operating,USA,Mountain View,1,2013-04-01,2013-04-01,2012,1,Software,3
250000.0,operating,USA,San Francisco,1,2012-09-07,2012-09-07,2012,1,Data Mining,0
10023448.0,acquired,USA,Menlo Park,4,2011-02-02,2013-05-01,2009,2,Legal,1
20000000.0,acquired,USA,Rockville,1,2006-04-19,2006-04-19,2006,2,Biotechnology,1
11632000.0,operating,CAN,Toronto,2,2013-07-09,2015-02-20,2011,1,Consulting,1
5000000.0,operating,USA,San Diego,1,2013-05-23,2013-05-23,2005,1,Consulting,1
251000000.0,ipo,CAN,Calgary,1,2013-12-18,2013-12-18,2008,2,Clean Technology,2
,operating,USA,San Francisco,1,2013-09-20,2013-09-20,2012,1,Photography,3
2000000.0,operating,CAN,Ottawa,1,2015-10-07,2015-10-07,2011,1,Internet,1
,operating,USA,San Francisco,1,2015-01-04,2015-01-04,2015,1,Marketplaces,3
,closed,USA,Tampa,1,2015-07-21,2015-07-21,2012,0,Software,3
1500000.0,operating,USA,Austin,2,2011-03-01,2011-08-22,2010,1,Coupons,1
250000.0,operating,USA,San Francisco,1,2013-07-30,2013-07-30,2012,1,Education,0
6080000.0,acquired,USA,San Francisco,3,2011-09-01,2013-07-23,2011,2,Collaboration,1
1000000.0,acquired,USA,New York,1,2013-11-20,2013-11-20,2012,2,Advertising,0
515000.0,operating,USA,Tulsa,2,2013-09-01,2014-06-30,2013,1,Automotive,0
18300000.0,operating,USA,San Francisco,1,2015-03-12,2015-03-12,2013,1,E-Commerce,1
100000.0,operating,USA,San Jose,1,2009-01-01,2009-01-01,2009,1,Crowdsourcing,0
,closed,AUT,Vienna,1,2010-01-01,2010-01-01,2010,0,Charity,3
275166.0,operating,USA,San Francisco,1,2011-09-15,2011-09-15,2011,1,Communities,0
,operating,USA,Portland,1,2014-12-23,2014-12-23,2012,1,Technology,3
5740000.0,operating,CAN,Markham,1,2005-07-11,2005-07-11,2012,1,Semiconductors,1
4200000.0,operating,USA,Culver City,1,2014-05-19,2014-05-19,2013,1,Games,1
4099999.0,operating,USA,San Francisco,1,2014-12-04,2014-12-04,2014,1,Digital Media,1
22000000.0,operating,USA,Lake Forest,2,2001-02-28,2001-08-09,1992,1,Electronics,1
176097.0,operating,USA,Seattle,1,2014-03-26,2014-03-26,2012,1,Biotechnology,0
6500000.0,operating,USA,New York,2,2012-11-01,2013-11-01,2011,1,Advertising,1
,operating,ISR,Caesarea,1,2011-06-28,2011-06-28,2007,1,Clean Technology,3
6586383.0,closed,USA,New York,3,2008-12-02,2012-02-07,2008,0,Android,1
,operating,USA,San Francisco,1,2014-05-14,2014-05-14,2012,1,Software,3
,closed,USA,Tulsa,1,2008-04-01,2008-04-01,2008,0,Curated Web,3
11185748.0,operating,FRA,Boulogne-billancourt,2,2005-08-30,2012-04-19,2001,1,Software,1
7000000.0,operating,GBR,London,3,2013-09-30,2015-03-31,2012,1,Customer Service,1
6500000.0,operating,USA,San Francisco,2,2014-05-30,2014-07-30,2012,1,Software,1
3882595.0,closed,USA,Los Angeles,3,2011-11-17,2012-11-22,2011,0,Apps,1
,operating,USA,Macungie,1,2012-01-23,2012-01-23,2001,1,Networking,3
4225311.0,acquired,USA,Irvine,2,2007-09-07,2012-06-25,1999,2,Hardware + Software,1
625000.0,acquired,ESP,Palma De Mallorca,1,2008-04-10,2008-04-10,2005,2,E-Commerce,0
4545754.0,operating,GBR,Glasgow,1,2014-03-24,2014-03-24,2012,1,Curated Web,1
1680000.0,operating,GBR,San Francisco,2,2007-03-27,2012-07-07,2002,1,Big Data,1
77000.0,operating,PHL,Taguig,2,2013-06-01,2014-01-14,2014,1,Curated Web,0
20000.0,operating,UKR,Kiev,1,2015-04-13,2015-04-13,2014,1,Banking,0
25849354.5253743,acquired,ESP,Barcelona,3,2013-04-04,2015-10-14,2011,2,Biotechnology,1
106000000.0,operating,ISR,Netanya,6,2005-04-04,2011-05-24,2004,1,Hardware + Software,2
6000000.0,acquired,USA,Milton,2,2013-03-13,2013-07-02,2011,2,Clean Technology,1
,operating,USA,Dallas,1,2011-01-27,2011-01-27,2006,1,Advertising,3
2752400.0,operating,FIN,Espoo,1,2011-02-25,2011-02-25,2002,1,Enterprise Software,1
25000000.0,acquired,USA,Sunnyvale,2,2005-10-28,2007-09-17,2000,2,Web Hosting,1
11168660.0,operating,GBR,Newhaven,3,2009-08-23,2014-12-19,2005,1,Nanotechnology,1
,operating,GBR,London,1,2014-02-01,2014-02-01,2011,1,Education,3
,operating,USA,Grand Rapids,1,2009-04-03,2009-04-03,2012,1,Consumer Goods,3
138756.0,operating,FRA,Rennes,1,2014-03-10,2014-03-10,2010,1,Games,0
,operating,USA,San Francisco,1,2014-01-14,2014-01-14,2011,1,Education,3
,operating,USA,San Francisco,1,2012-04-12,2012-04-12,2012,1,Hardware + Software,3
1105001.0,operating,USA,Palo Alto,1,2013-01-07,2013-01-07,2012,1,Advertising,1
5000.0,operating,USA,San Francisco,1,2015-10-15,2015-10-15,2015,1,Software,0
1500000.0,operating,USA,Palo Alto,1,2012-03-01,2012-03-01,2010,1,Enterprise Software,1
17200000.0,acquired,USA,Austin,4,2007-01-19,2009-02-26,2006,2,Software,1
630000.0,operating,GBR,Edinburgh,1,2009-02-23,2009-02-23,2004,1,News,0
1000000.0,acquired,USA,San Francisco,2,2012-01-25,2012-11-13,2011,2,Public Transportation,0
7886000.0,operating,USA,Salt Lake City,5,2009-03-27,2013-12-04,2007,1,Biotechnology,1
460000.0,operating,USA,New York,1,2014-01-03,2014-01-03,2012,1,Beauty,0
,operating,CHN,Shenzhen,1,2015-09-17,2015-09-17,2003,1,Technology,3
4900000.0,operating,USA,San Jose,1,2015-06-04,2015-06-04,2012,1,Cloud Computing,1
2030882.0,acquired,USA,Boston,4,2008-12-01,2011-09-13,2008,2,Android,1
,acquired,USA,Orem,1,2010-11-01,2010-11-01,2012,2,Hardware + Software,3
25000.0,operating,GBR,London,1,2012-08-30,2012-08-30,2012,1,Analytics,0
,acquired,USA,Beverly Hills,1,2007-10-18,2007-10-18,1997,2,Games,3
2573200.0,operating,USA,San Francisco,1,2014-02-27,2014-02-27,2012,1,Clean Technology,1
15000.0,operating,FIN,Helsinki,1,2011-07-08,2011-07-08,2011,1,E-Commerce,0
22056276.0,operating,USA,Sunnyvale,2,2014-12-12,2015-12-03,2013,1,Big Data,1
,operating,USA,Denver,1,2013-10-25,2013-10-25,2013,1,Transportation,3
,operating,GBR,London,1,2013-12-01,2013-12-01,2012,1,Advertising,3
4752585.0,operating,USA,Sunnyvale,2,2010-02-01,2011-02-01,2007,1,Artificial Intelligence,1
65118.0,closed,LTU,Vilnius,2,2012-02-26,2012-04-01,2012,0,Internet,0
,operating,USA,New York,1,2009-05-26,2009-05-26,2011,1,CRM,3
5820000.0,operating,USA,Madison,3,2006-12-13,2013-12-06,2001,1,Biotechnology,1
11121112.0,acquired,NLD,San Francisco,2,2012-11-28,2014-05-21,2012,2,Biotechnology,1
23040630.0,acquired,USA,San Carlos,4,2009-02-25,2015-11-23,2008,2,Biotechnology,1
1715000.0,operating,USA,Portland,4,2010-07-01,2013-09-11,2010,1,Mass Customization,1
10000000.0,operating,USA,Burlington,1,2006-09-13,2006-09-13,2000,1,Software,1
3750000.0,operating,USA,Berkeley,1,2014-10-06,2014-10-06,2012,1,Medical,1
96700000.0,operating,USA,Broomfield,10,2009-09-28,2015-06-23,2005,1,Biotechnology,1
4527768.0,operating,USA,Eagan,5,2011-07-29,2015-06-10,1998,1,Medical Devices,1
144499999.0,ipo,USA,Menlo Park,6,2009-06-02,2014-02-19,2008,2,Health Care,2
10488500.0,operating,USA,Tampa,3,2009-01-06,2011-08-10,2007,1,Biotechnology,1
40000000.0,closed,USA,Eatontown,1,2000-10-16,2000-10-16,2012,0,Technology,1
650000.0,operating,FIN,Helsinki,1,2013-11-07,2013-11-07,2013,1,Enterprise Search,0
,operating,FRA,Lyon,2,2010-11-25,2014-06-17,2009,1,Search,3
25000.0,operating,USA,Pittsburgh,1,2011-05-12,2011-05-12,2011,1,Apps,0
8298202.0,operating,USA,San Antonio,5,2009-04-01,2014-04-16,2007,1,Biotechnology,1
213264.0,operating,CAN,North Vancouver,1,2014-01-14,2014-01-14,2012,1,Clean Technology,0
472459.0,operating,SGP,Singapore,1,2012-08-01,2012-08-01,2012,1,Software,0
10600000.0,operating,CAN,Quebec,1,2006-10-10,2006-10-10,2002,1,Software,1
330434.0,operating,NLD,Amsterdam,1,2013-09-01,2013-09-01,2013,1,Collaborative Consumption,0
1950000.0,operating,USA,San Francisco,2,2012-04-20,2012-12-05,2011,1,Advertising,1
,operating,SGP,Singapore,2,2011-12-08,2013-04-21,2012,1,Internet,3
32000000.0,operating,USA,Austin,1,2007-06-26,2007-06-26,2012,1,Software,1
8000000.0,operating,USA,Fremont,1,2015-04-16,2015-04-16,2011,1,Network Security,1
1725000.0,acquired,USA,Portland,2,2009-09-09,2010-03-23,2009,2,Real Estate,1
100000.0,operating,ISR,Tel Aviv,1,2014-07-01,2014-07-01,2014,1,Finance,0
1020000.0,operating,GBR,London,1,2013-08-31,2013-08-31,2010,1,Analytics,1
50000.0,operating,USA,New York,2,2013-01-01,2013-07-01,2013,1,Fitness,0
5500000.0,operating,ISR,Yoqne`am `illit,1,2014-02-18,2014-02-18,2008,1,Health Care,1
1595790.0,closed,USA,San Francisco,2,2008-05-01,2009-01-01,2008,0,Security,1
16000000.0,operating,USA,San Francisco,4,2013-09-01,2014-12-10,2012,1,Messaging,1
,operating,USA,Waconia,1,2014-02-22,2014-02-22,2010,1,Entertainment,3
,operating,USA,Castle Rock,1,2014-05-07,2014-05-07,2014,1,Fashion,3
9400000.0,operating,USA,Palo Alto,4,2010-01-01,2015-06-09,2009,1,Apps,1
14841000.0,closed,ITA,Bergamo,1,2012-04-20,2012-04-20,2012,0,Beauty,1
520000.0,operating,USA,North Little Rock,3,2013-02-06,2013-10-08,2012,1,E-Commerce,0
4580000.0,operating,USA,Troy,1,2014-04-25,2014-04-25,2012,1,Risk Management,1
3221156.0,operating,USA,Palo Alto,1,2009-04-08,2009-04-08,2005,1,Hardware + Software,1
151000.0,operating,IND,Pune,1,2015-08-28,2015-08-28,2012,1,Restaurants,0
808464.0,operating,IRL,Tralee,6,2012-09-01,2015-04-01,2012,1,Event Management,0
11050000.0,operating,USA,Vero Beach,2,2004-05-18,2007-08-02,2012,1,Broadcasting,1
387186.0,operating,USA,New York,2,2013-05-14,2015-05-04,2010,1,Software,0
1000000.0,operating,USA,San Francisco,1,2007-10-01,2007-10-01,2006,1,Advertising,0
1200000.0,operating,USA,Houston,1,2014-01-27,2014-01-27,2013,1,Finance,1
,operating,USA,Boston,2,2014-06-01,2015-04-01,2012,1,Document Management,3
50000.0,operating,USA,San Francisco,1,2012-10-23,2012-10-23,2012,1,Health and Wellness,0
15750000.0,operating,USA,Loveland,2,2009-09-28,2014-04-14,2009,1,Auto,1
,operating,USA,San Francisco,1,2014-01-01,2014-01-01,2014,1,Data Integration,3
4758319.0,operating,USA,Redmond,5,2011-01-07,2014-10-30,2007,1,Android,1
10000.0,operating,IDN,Dki Jakarta,1,2014-12-11,2014-12-11,2013,1,Events,0
170000.0,operating,ISR,Even Yehuda,1,2012-04-01,2012-04-01,2012,1,Mobile,0
1200000.0,closed,USA,Orange,1,2015-08-17,2015-08-17,2011,0,Health Care,1
450000.0,operating,USA,San Francisco,1,2009-06-16,2009-06-16,2012,1,Document Management,0
2800000.0,operating,USA,Coralville,3,2009-06-10,2014-10-23,2004,1,Biotechnology,1
1000311.20793136,operating,SWE,Gothenburg,1,2001-09-25,2001-09-25,2000,1,Software,1
185325006.0,closed,USA,New York,8,2006-07-06,2014-12-09,2009,0,Crowdsourcing,2
126829.0,operating,USA,Glenshaw,1,2009-05-20,2009-05-20,2004,1,Pets,0
424000.0,operating,USA,Boston,1,2014-12-10,2014-12-10,2012,1,Financial Services,0
7000000.0,operating,USA,San Mateo,1,1999-11-22,1999-11-22,1999,1,Curated Web,1
5000000.0,operating,USA,Seattle,1,2007-04-11,2007-04-11,2012,1,Software,1
9517008.0,operating,USA,Buffalo,1,2010-08-13,2010-08-13,2012,1,Health and Wellness,1
,operating,USA,Barhamsville,1,2013-09-01,2013-09-01,2009,1,Consumer Goods,3
74398208.0,operating,USA,Dallas,9,2009-11-30,2014-10-10,2012,1,Clean Technology,1
,operating,USA,San Francisco,1,2004-04-27,2004-04-27,2012,1,Manufacturing,3
2500000.0,operating,SGP,Singapore,1,2013-12-06,2013-12-06,2010,1,Software,1
105000.0,operating,USA,Philadelphia,2,2013-09-19,2014-05-19,2013,1,Entertainment,0
,operating,USA,Puyallup,1,2015-05-08,2015-05-08,2012,1,Cars,3
44000000.0,acquired,TUR,Istanbul,2,2012-09-17,2013-05-02,2000,2,E-Commerce,1
6500000.0,operating,USA,Seattle,2,2007-04-05,2007-08-29,2012,1,Social Media,1
,operating,USA,North Little Rock,1,2008-09-24,2008-09-24,2007,1,Medical,3
143578.0,operating,USA,Westport,1,2012-10-04,2012-10-04,2009,1,Biotechnology,0
104088960.0,operating,USA,San Francisco,8,2004-08-01,2015-09-30,2004,1,Cloud Computing,2
400000.0,operating,USA,Austin,2,2009-12-21,2011-07-27,2009,1,Games,0
8600000.0,operating,USA,Mountain View,1,2008-02-28,2008-02-28,2004,1,Curated Web,1
300000.0,closed,USA,San Francisco,1,2015-08-31,2015-08-31,2041,0,Entertainment,0
5450000.0,operating,USA,Uniondale,1,2009-02-21,2009-02-21,2009,1,Biotechnology,1
704534.0,operating,USA,San Francisco,3,2013-10-01,2015-04-30,2013,1,Curated Web,0
226350.0,operating,USA,Portland,1,2015-03-10,2015-03-10,1996,1,Business Services,0
19210000.0,operating,USA,Sunnyvale,2,2012-04-01,2015-05-27,2005,1,Hardware + Software,1
125000.0,operating,USA,Parsippany,1,2014-11-20,2014-11-20,2009,1,Finance,0
15000000.0,operating,USA,Maricopa,1,2011-03-16,2011-03-16,2012,1,Clean Technology,1
25000000.0,operating,GBR,Beaconsfield,2,2001-10-12,2005-04-26,1996,1,Security,1
250000.0,operating,USA,Cary,1,2010-12-22,2010-12-22,2009,1,Biotechnology,0
,operating,USA,Franklin,1,2014-01-22,2014-01-22,2010,1,Health and Wellness,3
40699993.0,operating,USA,San Jose,3,2013-08-10,2014-06-26,2013,1,Big Data,1
2161671.0,operating,GBR,London,2,2013-01-01,2015-05-19,2012,1,Mobile,1
,operating,USA,San Francisco,1,2014-12-01,2014-12-01,2014,1,Health Care,3
,operating,USA,Chicago,1,2012-10-19,2012-10-19,2012,1,Photography,3
2000000.0,operating,USA,Pittsburgh,2,2014-07-11,2015-04-08,2013,1,Construction,1
,operating,USA,San Francisco,1,2011-12-21,2011-12-21,2012,1,Software,3
4000000.0,operating,USA,Menlo Park,1,2006-03-09,2006-03-09,2012,1,Software,1
1250000.0,operating,USA,Palo Alto,1,2007-12-01,2007-12-01,2012,1,Mobile,1
1550000.0,closed,USA,Menlo Park,1,2005-11-30,2005-11-30,2012,0,Information Technology,1
40000.0,operating,CHL,Santiago,1,2012-04-10,2012-04-10,2013,1,E-Commerce,0
,operating,USA,San Francisco,1,2014-06-03,2014-06-03,2000,1,Banking,3
42000000.0,acquired,USA,Waltham,3,2000-02-14,2001-02-26,2000,2,Advertising,1
124500000.0,operating,USA,Cambridge,4,2013-11-18,2015-04-21,2013,1,Biotechnology,2
6029991.0,closed,USA,San Francisco,1,2015-11-25,2015-11-25,2012,0,Software,1
408750.0,operating,ESP,Barcelona,1,2008-10-15,2008-10-15,2007,1,Location Based Services,0
37000000.0,operating,USA,Las Vegas,7,2011-12-08,2015-10-27,2011,1,Finance Technology,1
213700.0,operating,GBR,Cambridge,2,2014-10-03,2015-04-15,2013,1,Brand Marketing,0
15000.0,operating,USA,Chattanooga,1,2013-08-07,2013-08-07,2013,1,Brand Marketing,0
7200000.0,operating,USA,San Francisco,1,2015-09-30,2015-09-30,2013,1,Employment,1
1999998.0,acquired,USA,Marlborough,1,2009-11-23,2009-11-23,1999,2,Cloud Computing,1
16876.0,closed,USA,Miami,1,2015-02-27,2015-02-27,2012,0,E-Commerce,0
2101212.0,operating,USA,Landenberg,3,2010-11-14,2015-09-24,2010,1,Health Care Information Technology,1
25000.0,operating,USA,San Francisco,1,2012-04-02,2012-04-02,2011,1,E-Commerce,0
2000000.0,acquired,USA,Cambridge,1,2010-06-16,2010-06-16,2007,2,Biotechnology,1
35000.0,operating,USA,Cambridge,1,2014-01-02,2014-01-02,2011,1,Gps,0
100000.0,operating,ISR,Tel Aviv,1,2015-06-01,2015-06-01,2014,1,Apps,0
474545.0,operating,GBR,London,2,2013-05-01,2013-12-01,2013,1,Bitcoin,0
100000.0,operating,USA,Mount Arlington,1,2013-08-21,2013-08-21,2015,1,Biometrics,0
11180367.275065,operating,USA,Italia,1,2015-10-01,2015-10-01,2012,1,Software,1
